federal_state,administrative_district,district,verb,municipality,city,postal_code,area_m2,total_population,male_population,female_population,population_density_km2,municipality_type,rental_level,average_price_m2,price_index_housing_costs,longitude,latitude,Population_Difference,male_to_female_ratio
7,3,16,0,0,Neustadt an der Weinstraße,67433,117.09,53981,26306,27675,461,0.5,2.0,2583.1597033712096,109.8,8.140755,49.351983,-1369,0.9505329719963866
9,2,62,0,0,Passau,94032,69.56,53907,26167,27740,775,0.5,3.0,3068.5,110.5,13.458449,48.572926,-1573,0.943294881038212
5,1,54,36,36,Kleve,47533,97.76,53388,26519,26869,546,0.5,3.0,2530.6821583030323,110.4,6.138858,51.787781,-350,0.9869738360192043
5,5,70,4,4,Ahlen,59227,123.13,53348,26078,27270,433,0.5,3.0,2092.0,110.4,7.889882,51.762985,-1192,0.9562889622295563
5,3,62,24,24,Frechen,50226,45.06,52811,25718,27093,1172,0.5,4.0,3193.674582352709,110.4,6.811192,50.909715,-1375,0.9492488834754365
3,1,58,37,37,Wolfenbüttel,38300,78.74,52681,25876,26805,669,0.5,3.0,2839.328804381599,110.0,10.536202,52.163491,-929,0.9653422868867748
7,1,33,6,6,Bad Kreuznach,55545,55.56,52529,25028,27501,945,0.5,2.0,2760.0,109.8,7.861839,49.844515,-2473,0.9100759972364642
5,9,62,40,40,Menden (Sauerland),58706,86.1,52485,25605,26880,610,0.5,5.0,2555.6670064023783,110.4,7.795344,51.439281,-1275,0.9525669642857143
5,5,66,28,28,Ibbenbüren,49477,108.87,52421,25823,26598,482,0.5,3.0,2269.0,110.4,7.714734,52.275364,-775,0.9708624708624709
5,3,74,12,12,Gummersbach,51643,95.41,52001,25648,26353,545,0.5,5.0,2715.6670064023783,110.4,7.568149,51.028326,-705,0.9732478275718135
8,4,36,5005,64,Ravensburg,88212,92.05,51482,25531,25951,559,0.5,3.0,4130.5,109.5,9.615089,47.78366,-420,0.9838156525760087
8,1,15,3,3,Böblingen,71032,39.04,51460,25531,25929,1318,0.5,4.0,3690.3795360294826,109.5,9.009663,48.685296,-398,0.9846503914535848
3,1,57,6,6,Peine,31224,119.84,51411,25326,26085,429,0.5,3.0,1951.5,110.0,10.227076,52.321764,-759,0.9709028177113284
7,3,18,0,0,Speyer,67346,42.71,51368,25130,26238,1203,0.5,1.0,3236.1672793215403,109.8,8.436572,49.316172,-1108,0.9577711715831999
8,2,16,5005,43,Rastatt,76437,58.98,51310,25572,25738,870,0.5,3.0,3219.0,109.5,8.202529,48.857703,-166,0.9935503924158832
1,0,56,15,15,Elmshorn,25335,21.36,50772,24873,25899,2377,0.5,2.0,4529.806349449769,109.4,9.655259,53.754958,-1026,0.9603845708328507
3,4,2,0,0,Emden,26721,112.34,50535,25071,25464,450,0.5,3.0,1810.0,110.0,7.205946,53.370558,-393,0.9845664467483506
3,1,53,17,17,Goslar,38640,163.88,50203,24647,25556,306,0.5,2.0,2373.33638033193,110.0,10.429312,51.906508,-909,0.9644310533729848
5,1,66,36,36,Willich,47877,67.8,50144,24436,25708,740,0.5,2.0,2988.0,110.4,6.550043,51.262542,-1272,0.9505212385249727
8,1,35,5002,19,Heidenheim an der Brenz,89522,107.09,50025,24891,25134,467,0.5,2.0,3050.3946879301366,109.5,10.154639,48.677736,-243,0.9903318214370972
5,3,62,20,20,Erftstadt,50374,119.89,49882,24145,25737,416,0.5,5.0,2873.5,110.4,6.811853,50.812197,-1592,0.9381435287718072
8,3,36,5003,50,Lörrach,79539,39.37,49876,24248,25628,1267,0.5,4.0,3769.3795360294826,109.5,7.659191,47.612096,-1380,0.9461526455439363
5,5,54,20,20,Gronau (Westf.),48599,78.82,49824,24952,24872,632,0.5,1.0,2336.6973102036936,110.4,7.019103,52.212285,80,1.003216468317787
8,1,15,28,28,Leonberg,71229,48.73,49512,24601,24911,1016,0.5,1.0,4635.0,109.5,9.016776,48.800497,-310,0.9875556982858978
5,7,54,28,28,Rheda-Wiedenbrück,33378,86.72,49486,24707,24779,571,0.5,1.0,2040.6973102036936,110.4,8.293327,51.855343,-72,0.9970943137334033
5,7,70,4,4,Bad Oeynhausen,32545,64.83,49477,24248,25229,763,0.5,3.0,2051.5,110.4,8.805514,52.205258,-981,0.9611161758294027
8,3,35,5005,75,Singen (Hohentwiel),78224,61.77,49441,24039,25402,800,0.5,4.0,3343.3795360294826,109.5,8.835117,47.759711,-1363,0.9463428076529408
9,1,78,124,124,Freising,85354,88.59,49339,24807,24532,557,0.5,5.0,6156.0,110.5,11.748361,48.403627,275,1.0112098483613239
5,9,78,4,4,Bergkamen,59192,44.9,49263,24424,24839,1097,0.5,3.0,2967.6821583030323,110.4,7.643344,51.615888,-415,0.9832924030758082
9,2,63,0,0,Straubing,94315,67.59,49164,24797,24367,727,0.5,5.0,3156.2553448827384,110.5,12.56951,48.881802,430,1.0176468174169984
8,3,17,5007,65,Lahr/Schwarzwald,77933,69.84,49074,24616,24458,703,0.5,5.0,3101.371960079152,109.5,7.874292,48.339132,158,1.0064600539700712
7,3,11,0,0,Frankenthal (Pfalz),67227,43.88,49051,23923,25128,1118,0.5,4.0,3259.1445514705556,109.8,8.354282,49.535556,-1205,0.9520455269022604
5,3,82,12,12,Bornheim,53332,82.69,49025,23832,25193,593,0.5,2.0,3332.5,110.4,6.990342,50.762547,-1361,0.945977057119041
5,9,74,40,40,Soest,59494,85.81,48607,23745,24862,566,0.5,3.0,2508.6821583030323,110.4,8.106308,51.572543,-1117,0.9550719974257904
3,3,52,11,11,Cuxhaven,27474,161.93,48562,22980,25582,300,0.5,2.0,2957.5,110.0,8.69747,53.864463,-2602,0.8982878586506137
3,3,59,38,38,Stade,21682,110.07,48353,23523,24830,439,0.5,2.0,2337.33638033193,110.0,9.475977,53.601302,-1307,0.9473620620217479
5,3,34,4,4,Alsdorf,52477,31.68,48328,23877,24451,1526,0.5,1.0,2111.0,110.4,6.161607,50.874052,-574,0.9765244775264815
9,1,74,115,115,Dachau,85221,34.96,48195,23573,24622,1379,0.5,3.0,3801.2704967833924,110.5,11.437493,48.263327,-1049,0.9573958248720656
5,3,82,20,20,Hennef (Sieg),53773,105.89,48002,23294,24708,453,0.5,3.0,2651.6821583030323,110.4,7.282575,50.775911,-1414,0.9427715719604987
12,0,65,256,256,Oranienburg,16515,163.69,47752,23208,24544,292,0.5,2.0,3295.5,110.7,13.236623,52.754051,-1336,0.9455671447196871
7,3,13,0,0,Landau in der Pfalz,76829,82.94,47610,22627,24983,574,0.5,3.0,2886.152127420879,109.8,8.112414,49.196595,-2356,0.9056958731937718
5,5,58,16,16,Dülmen,48249,184.83,47468,23146,24322,257,0.5,1.0,2436.5,110.4,7.279146,51.828537,-1176,0.9516487130992517
3,4,59,24,24,Melle,49324,253.95,47228,23416,23812,186,0.5,3.0,2247.328804381599,110.0,8.335672,52.201721,-396,0.983369729548127
6,4,34,8,8,Oberursel (Taunus),61440,45.34,47042,22792,24250,1038,0.5,2.0,5043.0,109.8,8.582282,50.200588,-1458,0.9398762886597938
5,3,34,16,16,Herzogenrath,52134,33.38,46941,22674,24267,1406,0.5,2.0,3160.689734253363,110.4,6.089184,50.865711,-1593,0.9343552973173446
10,0,43,114,114,Neunkirchen,66538,75.26,46882,23094,23788,623,0.5,4.0,1630.5,109.2,7.178148,49.345482,-694,0.970825626366235
5,9,78,28,28,Schwerte,58239,56.23,46658,22873,23785,830,0.5,3.0,2757.6821583030323,110.4,7.568982,51.441141,-912,0.9616565062013874
9,4,64,0,0,Hof,95028,58.02,46656,22663,23993,804,0.5,1.0,1590.0,110.5,11.913545,50.316521,-1330,0.9445671654232485
8,2,15,5003,9,Bruchsal,76646,93.04,46587,23342,23245,501,0.5,3.0,2807.387111979806,109.5,8.5977,49.125785,97,1.004172940417294
6,4,38,11,11,Rodgau,63110,65.04,46426,23095,23331,714,0.5,1.0,2821.1672793215403,109.8,8.88533,50.024355,-236,0.9898847027559898
8,4,17,5001,79,Albstadt,72458,134.4,46422,23028,23394,345,0.5,2.0,2054.5,109.5,9.026328,48.214156,-366,0.9843549628109771
8,1,16,77,77,Filderstadt,70794,38.55,46188,22904,23284,1198,0.5,2.0,3544.3946879301366,109.5,9.21973,48.67876,-380,0.9836797801065109
5,7,58,4,4,Bünde,32257,59.3,46030,22389,23641,776,0.5,2.0,1876.5,110.4,8.58371,52.197547,-1252,0.9470411573114504
16,0,67,29,29,Gotha,99867,69.58,46019,22660,23359,661,0.5,5.0,3045.6086988041716,110.9,10.70337,50.948759,-699,0.9700757737916863
8,1,19,20,20,Fellbach,70734,27.71,45896,22275,23621,1656,0.5,2.0,4794.5,109.5,9.278375,48.80685,-1346,0.9430168070784472
9,7,64,0,0,Memmingen,87700,70.11,45857,22647,23210,654,0.5,6.0,2906.247768932408,110.5,10.181558,47.984959,-563,0.9757432141318397
9,7,62,0,0,Kaufbeuren,87600,40.02,45792,22583,23209,1144,0.5,5.0,3434.5,110.5,10.620583,47.879698,-626,0.9730277047697015
15,0,91,375,375,Wittenberg,6886,240.7,45535,21990,23545,189,0.5,3.0,1919.4471737441054,110.7,12.645554,51.867003,-1555,0.9339562539817371
8,2,26,96,96,Weinheim,69469,58.11,45275,22022,23253,779,0.5,1.0,3571.5,109.5,8.670732,49.550558,-1231,0.9470605943319141
3,2,41,12,12,Neustadt am Rübenberge,31535,358.96,45262,22350,22912,126,0.5,3.0,1895.3288043815992,110.0,9.457529,52.504751,-562,0.9754713687150838
3,2,41,11,11,Lehrte,31275,127.67,44823,22324,22499,351,0.5,3.0,2407.0,110.0,9.976958,52.372615,-175,0.9922218765278457
12,0,63,80,80,Falkensee,14612,43.34,44806,21989,22817,1034,0.5,2.0,2507.454749694436,110.7,13.095729,52.562932,-828,0.9637112679142744
5,3,62,12,12,Brühl,50321,36.12,44804,21329,23475,1240,0.5,4.0,3297.674582352709,110.4,6.902458,50.82949,-2146,0.9085835995740149
8,4,16,5003,36,Rottenburg am Neckar,72108,142.27,44653,22047,22606,314,0.5,2.0,3234.0,109.5,8.936507,48.479475,-559,0.9752720516676988
1,0,56,39,39,Pinneberg,25421,21.54,44279,21634,22645,2056,0.5,2.0,4272.806349449769,109.4,9.793233,53.660754,-1011,0.9553543828659748
5,1,62,16,16,Kaarst,41564,37.39,44253,21159,23094,1184,0.5,1.0,3426.5,110.4,6.614471,51.231804,-1935,0.9162120031176929
5,3,70,4,4,Erkelenz,41812,117.34,44215,21626,22589,377,0.5,4.0,2391.674582352709,110.4,6.314104,51.078671,-963,0.9573686307494799
13,0,74,87,87,Wismar,23966,41.73,43878,21243,22635,1051,0.5,4.0,2788.0,111.0,11.466024,53.891577,-1392,0.9385023194168324
5,1,58,4,4,Erkrath,40699,26.88,43856,20950,22906,1632,0.5,3.0,3541.6821583030323,110.4,6.913114,51.218566,-1956,0.9146075264122937
8,1,18,5002,79,Bietigheim-Bissingen,74321,31.29,43755,21540,22215,1398,0.5,5.0,4633.5,109.5,9.132652,48.948358,-675,0.9696151249155975
12,0,60,20,20,Bernau bei Berlin,16321,104.19,43685,21249,22436,419,0.5,3.0,1961.4471737441054,110.7,13.587912,52.678368,-1187,0.9470939561419148
3,1,51,9,9,Gifhorn,38518,105.4,43625,21345,22280,414,0.5,2.0,2502.33638033193,110.0,10.54687,52.484369,-935,0.9580341113105925
5,5,54,12,12,Borken,46325,153.24,43489,21407,22082,284,0.5,6.0,2286.0,110.4,6.858415,51.843222,-675,0.9694321166561
5,3,70,16,16,Heinsberg,52525,92.21,43476,21467,22009,471,0.5,3.0,2546.6821583030323,110.4,6.094538,51.061906,-542,0.9753737107546913
5,1,66,16,16,Nettetal,41334,83.87,43095,21214,21881,514,0.5,2.0,2293.5,110.4,6.275553,51.30812,-667,0.9695169324985147
5,9,78,20,20,Kamen,59174,40.95,43058,21047,22011,1051,0.5,4.0,3016.674582352709,110.4,7.662404,51.592335,-964,0.9562037163236563
9,3,63,0,0,Weiden i.d.OPf.,92637,70.57,43052,20833,22219,610,0.5,7.0,3177.240192982077,110.5,12.160209,49.676076,-1386,0.9376209550384805
5,1,58,26,26,Monheim am Rhein,40789,23.05,43050,20692,22358,1868,0.5,4.0,3488.5,110.4,6.884614,51.091702,-1666,0.9254852849092048
3,4,52,1,1,Aurich,26603,197.29,42970,21176,21794,218,0.5,3.0,2035.3288043815992,110.0,7.482377,53.469895,-618,0.971643571625218
3,2,41,9,9,Laatzen,30880,34.16,42675,20476,22199,1249,0.5,2.0,3025.5,110.0,9.788174,52.314795,-1723,0.9223838911662687
9,3,61,0,0,Amberg,92224,50.13,42534,20920,21614,848,0.5,3.0,3165.2704967833924,110.5,11.856142,49.445278,-694,0.9678911816415287
16,0,63,105,105,Eisenach,99817,104.17,42408,20848,21560,407,0.5,3.0,1712.5,110.9,10.322388,50.977287,-712,0.9669758812615955
10,0,45,114,114,Homburg,66424,82.61,42297,20597,21700,512,0.5,4.0,3382.6145205884022,109.2,7.340244,49.3237,-1103,0.9491705069124424
6,4,38,2,2,Dreieich,63303,53.27,42260,20755,21505,793,0.5,2.0,2969.1597033712096,109.8,8.69546,50.017689,-750,0.9651243896768193
9,5,61,0,0,Ansbach,91522,99.91,42221,20194,22027,423,0.5,2.0,2715.5,110.5,10.577254,49.303682,-1833,0.9167839469741681
6,4,31,2,2,Bensheim,64625,57.83,42089,20706,21383,728,0.5,1.0,2828.1672793215403,109.8,8.622171,49.680002,-677,0.9683393349857363
5,3,82,60,60,Siegburg,53721,23.66,42049,20683,21366,1777,0.5,4.0,3538.0,110.4,7.2049,50.796665,-683,0.9680333239726668
8,1,16,5001,33,Kirchheim unter Teck,73230,40.47,41907,20667,21240,1036,0.5,2.0,3326.3946879301366,109.5,9.453784,48.646093,-573,0.9730225988700565
8,1,27,5009,76,Schwäbisch Hall,74523,104.19,41898,20400,21498,402,0.5,2.0,3025.0,109.5,9.735145,49.112856,-1098,0.948925481440134
9,4,63,0,0,Coburg,96450,48.29,41842,20328,21514,866,0.5,7.0,3403.240192982077,110.5,10.964232,50.258421,-1186,0.9448731058845403
3,2,41,21,21,Wunstorf,31515,125.74,41689,20206,21483,332,0.5,5.0,2395.313652480945,110.0,9.424195,52.425436,-1277,0.9405576502350695
5,3,82,24,24,Königswinter,53639,76.2,41495,20100,21395,545,0.5,4.0,3246.5,110.4,7.191597,50.676869,-1295,0.9394718392147698
12,0,60,52,52,Eberswalde,16225,93.62,41461,20243,21218,443,0.5,3.0,1998.4471737441054,110.7,13.820369,52.834577,-975,0.9540484494297294
8,1,16,5005,49,Nürtingen,72622,46.88,41403,20652,20751,883,0.5,2.0,3815.5,109.5,9.343281,48.625847,-99,0.9952291455833454
9,1,79,123,123,Germering,82110,21.61,41355,20044,21311,1914,0.5,2.0,4247.278072733723,110.5,11.364874,48.130916,-1267,0.9405471352822486
16,0,62,41,41,Nordhausen,99734,108.24,41339,20284,21055,382,0.5,1.0,2569.639002605487,110.9,10.791619,51.500441,-771,0.9633816195677987
5,3,70,20,20,Hückelhoven,41836,61.27,41301,20375,20926,674,0.5,6.0,2024.5,110.4,6.226269,51.05634,-551,0.9736691197553283
9,5,65,0,0,Schwabach,91126,40.8,41227,20110,21117,1010,0.5,3.0,3254.2704967833924,110.5,11.024451,49.328888,-1007,0.9523133020788938
3,3,59,10,10,Buxtehude,21614,76.69,40919,20203,20716,534,0.5,2.0,3173.0,110.0,9.698611,53.475851,-513,0.9752365321490635
3,3,53,5,5,Buchholz in der Nordheide,21244,74.76,40810,19492,21318,546,0.5,1.0,2379.3439562822605,110.0,9.881469,53.329257,-1826,0.9143446852425181
9,3,73,147,147,Neumarkt i.d.OPf.,92318,79.01,40808,19931,20877,516,0.5,1.0,2932.2856486840537,110.5,11.45894,49.279417,-946,0.9546869760980984
7,3,17,0,0,Pirmasens,66953,61.35,40682,19921,20761,663,0.5,3.0,1350.0,109.8,7.606009,49.19945,-840,0.9595395212176677
5,7,66,44,44,Lemgo,32657,100.85,40594,19978,20616,403,0.5,1.0,1999.6973102036936,110.4,8.900886,52.027912,-638,0.9690531625921615
14,5,22,180,180,Freiberg,9599,48.31,40485,20291,20194,838,0.5,1.0,1654.5,110.3,13.344344,50.914868,97,1.0048034069525602
15,0,85,135,135,Halberstadt,38820,142.97,40457,20617,19840,283,0.5,3.0,2144.4471737441054,110.7,11.04731,51.896112,777,1.0391633064516128
8,1,16,78,78,Leinfelden-Echterdingen,70771,29.89,40420,19927,20493,1352,0.5,5.0,5016.0,109.5,9.138976,48.693719,-566,0.9723808129605231
6,4,36,7,7,Hofheim am Taunus,65719,57.43,40371,19741,20630,703,0.5,2.0,2912.1597033712096,109.8,8.446053,50.088576,-889,0.956907416383907
5,7,58,24,24,Löhne,32584,59.51,40265,19738,20527,677,0.5,5.0,1803.5,110.4,8.688425,52.189912,-789,0.9615628197008818
5,5,54,4,4,Ahaus,48683,151.24,40245,20129,20116,266,0.5,1.0,1967.6973102036936,110.4,7.005037,52.076104,13,1.0006462517399086
8,1,19,5003,67,Schorndorf,73614,56.83,40204,19803,20401,707,0.5,2.0,3939.5,109.5,9.528152,48.805051,-598,0.9706877113866967
10,0,41,519,519,Völklingen,66333,67.1,40192,19561,20631,599,0.5,1.0,3516.637248439387,109.2,6.85431,49.249592,-1070,0.948136299743105
6,4,35,19,19,Maintal,63477,32.41,39815,19644,20171,1228,0.5,5.0,3480.136975520225,109.8,8.843408,50.139416,-527,0.97387338257895
8,1,16,80,80,Ostfildern,73760,22.81,39806,19651,20155,1745,0.5,3.0,4796.5,109.5,9.301248,48.712327,-504,0.9749937980649963
8,2,15,17,17,Ettlingen,76275,56.75,39699,19319,20380,700,0.5,3.0,3161.387111979806,109.5,8.405904,48.942,-1061,0.9479391560353287
14,6,28,110,110,Freital,1705,40.46,39558,19234,20324,978,0.5,3.0,2208.0,110.3,13.64812,50.997194,-1090,0.9463688250344421
6,4,38,9,9,Neu-Isenburg,63263,24.29,39287,19210,20077,1617,0.5,2.0,3712.1597033712096,109.8,8.6953,50.054636,-867,0.9568162574089755
5,3,82,44,44,Niederkassel,53859,35.79,39281,19348,19933,1098,0.5,4.0,3382.5,110.4,7.037503,50.811921,-585,0.970651683138514
6,4,38,6,6,Langen (Hessen),63225,29.12,39217,19335,19882,1347,0.5,2.0,3460.1597033712096,109.8,8.679424,49.989495,-547,0.9724876772960467
5,1,58,24,24,Mettmann,40822,42.56,39134,18801,20333,920,0.5,3.0,3193.0,110.4,6.978743,51.251915,-1532,0.9246545025328284
16,0,70,29,29,Ilmenau,98693,198.69,39127,20153,18974,197,0.5,4.0,2419.6162747545022,110.9,10.915563,50.688839,1179,1.062137662063877
15,0,90,535,535,Stendal,39576,268.3,39105,18954,20151,146,0.5,3.0,1509.0,110.7,11.861717,52.610601,-1197,0.9405984814649397
14,6,28,5229,270,Pirna,1796,53.06,39054,18904,20150,736,0.5,5.0,1968.0786679220182,110.3,14.009953,50.935414,-1246,0.9381637717121588
15,0,84,550,550,Weißenfels,6667,113.57,39041,19185,19856,344,0.5,4.0,1353.5,110.7,11.966732,51.200338,-671,0.9662066881547139
12,0,61,260,260,Königs Wusterhausen,15711,96.04,38929,19097,19832,405,0.5,5.0,2153.4320218434514,110.7,13.624464,52.299444,-735,0.9629386849536103
5,1,70,20,20,Kamp-Lintfort,47475,63.14,38665,18931,19734,612,0.5,4.0,2789.674582352709,110.4,6.55139,51.500257,-803,0.9593088071348941
5,3,34,36,36,Würselen,52146,34.39,38598,18841,19757,1122,0.5,5.0,2636.0,110.4,6.13022,50.821466,-916,0.9536366857316394
3,4,54,41,41,Papenburg,26871,118.44,38556,19515,19041,326,0.5,2.0,2134.33638033193,110.0,7.393067,53.078104,474,1.024893650543564
5,5,66,12,12,Greven,48268,140.26,38207,18808,19399,272,0.5,3.0,2656.5,110.4,7.613202,52.092652,-591,0.9695345120882519
5,3,62,40,40,Wesseling,50389,23.37,38192,18921,19271,1634,0.5,4.0,3579.674582352709,110.4,6.979971,50.824083,-350,0.9818379949146385
8,3,17,57,57,Kehl,77694,75.07,38154,18921,19233,508,0.5,5.0,2826.5,109.5,7.813177,48.572447,-312,0.9837778817657151
14,6,25,20,20,Bautzen / Budyšin,2625,66.67,38140,18483,19657,572,0.5,3.0,1672.0938198226722,110.3,14.427688,51.180868,-1174,0.9402757287480287
5,5,62,16,16,Haltern am See,45721,159.03,38117,18449,19668,240,0.5,3.0,2708.0,110.4,7.187214,51.743737,-1219,0.9380211511083995
8,1,19,5001,8,Backnang,71522,39.38,37957,18902,19055,964,0.5,1.0,3190.402263880467,109.5,9.424452,48.94691,-153,0.9919706113880871
15,0,82,15,15,Bitterfeld-Wolfen,6766,87.03,37894,18387,19507,435,0.5,2.0,1391.0,110.7,12.325417,51.625079,-1120,0.9425847131798841
9,1,79,121,121,Fürstenfeldbruck,82256,32.52,37695,18365,19330,1159,0.5,1.0,3532.2856486840537,110.5,11.253092,48.182775,-965,0.9500775995861356
5,5,70,52,52,Warendorf,48231,176.88,37616,18319,19297,213,0.5,2.0,2621.0,110.4,7.988499,51.950713,-978,0.9493185469243924
8,3,27,5006,50,Tuttlingen,78532,90.45,37458,18859,18599,414,0.5,1.0,2719.402263880467,109.5,8.818761,47.983725,260,1.013979246196032
5,5,70,8,8,Beckum,59269,111.46,37333,18496,18837,335,0.5,2.0,1999.0,110.4,8.042672,51.75574,-341,0.9818973297234167
3,4,53,4,4,Cloppenburg,49661,70.86,37056,18288,18768,523,0.5,3.0,2651.328804381599,110.0,8.042518,52.848368,-480,0.9744245524296675
5,5,58,12,12,Coesfeld,48653,141.36,37030,18256,18774,262,0.5,3.0,2528.0,110.4,7.166744,51.944948,-518,0.9724086502609992
16,0,54,0,0,Suhl,98527,141.62,37009,18339,18670,261,0.5,6.0,2566.601122853841,110.9,10.68693,50.609536,-331,0.9822710230316015
9,1,77,117,117,Erding,85435,54.61,36813,17749,19064,674,0.5,1.0,3133.2856486840537,110.5,11.907169,48.306323,-1315,0.931021821233739
8,2,26,5008,85,Sinsheim,74889,126.99,36601,18207,18394,288,0.5,1.0,2783.5,109.5,8.878701,49.252996,-187,0.9898336414048059
5,7,70,32,32,Porta Westfalica,32457,105.22,36374,18132,18242,346,0.5,4.0,2080.674582352709,110.4,8.914539,52.22962,-110,0.9939699594342726
5,5,66,8,8,Emsdetten,48282,72.06,36354,17979,18375,504,0.5,2.0,2453.5,110.4,7.527511,52.172195,-396,0.9784489795918367
3,3,53,40,40,Winsen (Luhe),21423,109.77,36295,17873,18422,331,0.5,2.0,2174.33638033193,110.0,10.209159,53.362425,-549,0.9701986754966887
16,0,64,46,46,Mühlhausen/Thüringen,99974,130.71,36226,17570,18656,277,0.5,2.0,2545.6314266551562,110.9,10.458418,51.209777,-1086,0.9417881646655232
5,1,70,44,44,Voerde (Niederrhein),46562,53.49,36196,17691,18505,677,0.5,6.0,2950.6594304520477,110.4,6.684946,51.595566,-814,0.9560118886787354
3,4,54,35,35,Meppen,49716,188.4,36117,17961,18156,192,0.5,3.0,1987.0,110.0,7.291674,52.690751,-195,0.9892597488433575
6,5,33,9,9,Limburg a. d. Lahn,65549,45.16,36053,17719,18334,798,0.5,1.0,2884.1672793215403,109.8,8.064098,50.387254,-615,0.9664557652449002
7,3,39,30,30,Ingelheim am Rhein,55218,73.31,36002,17630,18372,491,0.5,4.0,3667.0,109.8,8.056342,49.974439,-742,0.959612453733943
8,1,27,5002,14,Crailsheim,74564,109.08,35760,18082,17678,328,0.5,4.0,2788.3795360294826,109.5,10.071139,49.135752,404,1.022853263943885
6,4,40,3,3,Bad Vilbel,61118,25.68,35758,17447,18311,1392,0.5,5.0,4847.0,109.8,8.741149,50.180878,-864,0.9528152476653378
3,4,57,13,13,Leer (Ostfriesland),26789,70.11,35663,17935,17728,509,0.5,3.0,2396.328804381599,110.0,7.451416,53.22947,207,1.0116764440433212
5,7,66,40,40,Lage,32791,76.04,35423,17368,18055,466,0.5,2.0,1917.5,110.4,8.79254,51.991233,-687,0.961949598449183
6,4,33,8,8,Mörfelden-Walldorf,64546,44.13,35291,17887,17404,800,0.5,1.0,2867.1672793215403,109.8,8.567855,49.975563,483,1.027752240864169
5,1,54,16,16,Goch,47574,115.43,35270,17610,17660,306,0.5,3.0,2299.6821583030323,110.4,6.158868,51.674645,-50,0.9971687429218573
10,0,45,117,117,St. Ingbert,66386,49.95,35216,16974,18242,705,0.5,4.0,1957.0,109.2,7.115276,49.27897,-1268,0.9304900778423418
5,5,62,8,8,Datteln,45711,66.1,35191,17195,17996,532,0.5,3.0,2423.6821583030323,110.4,7.342615,51.653082,-801,0.9554901089130918
9,2,71,119,119,Deggendorf,94469,77.14,35172,17857,17315,456,0.5,4.0,3270.0,110.5,12.960122,48.842204,542,1.031302339012417
3,2,41,2,2,Barsinghausen,30890,102.81,35156,17349,17807,342,0.5,7.0,2462.298500580284,110.0,9.465004,52.301868,-458,0.9742797776155444
5,5,66,84,84,Steinfurt,48565,111.67,35102,17462,17640,314,0.5,2.0,2154.5,110.4,7.395195,52.125169,-178,0.9899092970521542
8,4,17,5002,2,Balingen,72336,90.32,34945,17081,17864,387,0.5,1.0,2548.402263880467,109.5,8.851349,48.275846,-783,0.9561688311688312
6,4,38,1,1,Dietzenbach,63128,21.68,34928,17352,17576,1611,0.5,2.0,3409.0,109.8,8.781779,50.008939,-224,0.9872553482020938
5,1,66,12,12,Kempen,47906,68.8,34841,16852,17989,506,0.5,3.0,2640.6821583030323,110.4,6.418755,51.364493,-1137,0.936794707877036
3,2,41,15,15,Seelze,30926,54.08,34742,17159,17583,642,0.5,5.0,2782.0,110.0,9.589384,52.396951,-424,0.9758857987829154
5,3,78,32,32,Wermelskirchen,42929,74.8,34739,16860,17879,464,0.5,3.0,2543.6821583030323,110.4,7.216722,51.140138,-1019,0.9430057609485989
10,0,44,115,115,Saarlouis,66740,43.3,34717,16729,17988,802,0.5,1.5,2327.0,109.2,6.75122,49.31506,-1259,0.930008894818768
1,0,56,50,50,Wedel,22880,33.81,34538,16674,17864,1022,0.5,1.0,3321.8139254001,109.4,9.705419,53.577353,-1190,0.9333855799373041
7,3,20,0,0,Zweibrücken,66482,70.64,34534,17075,17459,489,0.5,2.0,1807.0,109.8,7.363114,49.249189,-384,0.9780056131508105
6,4,31,20,20,Viernheim,68519,48.41,34534,16946,17588,713,0.5,2.0,2925.1597033712096,109.8,8.581954,49.537068,-642,0.9634978394359791
1,0,62,1,1,Ahrensburg,22926,35.29,34509,16398,18111,978,0.5,2.0,4378.0,109.4,10.239705,53.67575,-1713,0.9054165976478383
